season,team,win,type
2002,Giants,0,Home
2002,Jaguars,0,Home
2002,Commanders,1,Home
2002,Dolphins,1,Home
2002,Titans,1,Home
2002,Panthers,1,Home
2002,Browns,0,Home
2002,Bengals,0,Home
2002,Bears,1,Home
2002,Bills,0,Home
2002,Packers,1,Home
2002,Broncos,1,Home
2002,Raiders,1,Home
2002,Buccaneers,0,Home
2002,Texans,1,Home
2002,Patriots,1,Home
2002,Saints,1,Home
2002,Ravens,0,Home
2002,Panthers,1,Home
2002,Chiefs,0,Home
2002,Jets,0,Home
2002,Cowboys,1,Home
2002,Browns,1,Home
2002,Falcons,0,Home
2002,Colts,0,Home
2002,Rams,0,Home
2002,Seahawks,0,Home
2002,Vikings,0,Home
2002,Chargers,1,Home
2002,49ers,0,Home
2002,Steelers,0,Home
2002,Commanders,0,Home
2002,Texans,0,Home
2002,Eagles,1,Home
2002,Patriots,1,Home
2002,Bears,0,Home
2002,Dolphins,1,Home
2002,Titans,0,Home
2002,Vikings,0,Home
2002,Broncos,1,Home
2002,Cardinals,0,Home
2002,49ers,1,Home
2002,Lions,0,Home
2002,Giants,1,Home
2002,Falcons,1,Home
2002,Buccaneers,1,Home
2002,Bills,1,Home
2002,Lions,1,Home
2002,Packers,1,Home
2002,Chiefs,1,Home
2002,Rams,0,Home
2002,Eagles,1,Home
2002,Steelers,1,Home
2002,Jaguars,1,Home
2002,Bengals,0,Home
2002,Cardinals,1,Home
2002,Chargers,1,Home
2002,Raiders,1,Home
2002,Seahawks,1,Home
2002,Ravens,1,Home
2002,Panthers,0,Home
2002,Falcons,0,Home
2002,Bills,0,Home
2002,Cowboys,0,Home
2002,Titans,0,Home
2002,Colts,1,Home
2002,Dolphins,1,Home
2002,Saints,1,Home
2002,Jets,0,Home
2002,Broncos,1,Home
2002,49ers,1,Home
2002,Jaguars,1,Home
2002,Browns,0,Home
2002,Bears,0,Home
2002,Texans,0,Home
2002,Commanders,0,Home
2002,Giants,0,Home
2002,Patriots,0,Home
2002,Buccaneers,1,Home
2002,Colts,1,Home
2002,Cowboys,1,Home
2002,Bengals,0,Home
2002,Vikings,1,Home
2002,Titans,1,Home
2002,Rams,1,Home
2002,Chargers,1,Home
2002,Broncos,0,Home
2002,Seahawks,0,Home
2002,Jets,1,Home
2002,Ravens,1,Home
2002,Dolphins,0,Home
2002,Saints,1,Home
2002,Chiefs,0,Home
2002,Rams,1,Home
2002,Lions,1,Home
2002,Falcons,1,Home
2002,Browns,1,Home
2002,Raiders,0,Home
2002,Packers,1,Home
2002,Eagles,1,Home
2002,Cardinals,1,Home
2002,Steelers,1,Home
2002,Ravens,0,Home
2002,Panthers,0,Home
2002,Jets,0,Home
2002,Saints,0,Home
2002,Bills,1,Home
2002,Chiefs,1,Home
2002,Cowboys,0,Home
2002,Bengals,0,Home
2002,Vikings,1,Home
2002,49ers,1,Home
2002,Patriots,0,Home
2002,Jaguars,0,Home
2002,Commanders,1,Home
2002,Eagles,1,Home
2002,Falcons,1,Home
2002,Bills,0,Home
2002,Bears,0,Home
2002,Browns,0,Home
2002,Lions,1,Home
2002,Colts,0,Home
2002,Buccaneers,1,Home
2002,Texans,0,Home
2002,Chargers,0,Home
2002,Seahawks,0,Home
2002,Cardinals,0,Home
2002,Raiders,0,Home
2002,Giants,1,Home
2002,Packers,1,Home
2002,Packers,1,Home
2002,Titans,1,Home
2002,Rams,1,Home
2002,Vikings,0,Home
2002,Eagles,0,Home
2002,Steelers,0,Home
2002,Panthers,0,Home
2002,Ravens,1,Home
2002,Jaguars,1,Home
2002,Cardinals,0,Home
2002,Bears,0,Home
2002,49ers,1,Home
2002,Jets,1,Home
2002,Broncos,0,Home
2002,Eagles,1,Home
2002,Texans,0,Home
2002,Giants,1,Home
2002,Vikings,1,Home
2002,Chiefs,1,Home
2002,Colts,1,Home
2002,Titans,1,Home
2002,Bengals,0,Home
2002,Falcons,1,Home
2002,Chargers,1,Home
2002,Buccaneers,1,Home
2002,Lions,0,Home
2002,Dolphins,1,Home
2002,Seahawks,0,Home
2002,Raiders,1,Home
2002,Rams,1,Home
2002,Panthers,0,Home
2002,Commanders,1,Home
2002,Steelers,1,Home
2002,Ravens,1,Home
2002,Jets,1,Home
2002,Dolphins,1,Home
2002,Patriots,1,Home
2002,Cowboys,1,Home
2002,Bears,1,Home
2002,Saints,0,Home
2002,Cardinals,0,Home
2002,Seahawks,1,Home
2002,Buccaneers,1,Home
2002,Texans,1,Home
2002,Broncos,0,Home
2002,49ers,0,Home
2002,Lions,0,Home
2002,Cowboys,1,Home
2002,Vikings,0,Home
2002,Giants,0,Home
2002,Chiefs,1,Home
2002,Jaguars,0,Home
2002,Browns,0,Home
2002,Bengals,0,Home
2002,Bills,1,Home
2002,Packers,1,Home
2002,Chargers,1,Home
2002,Colts,1,Home
2002,Eagles,1,Home
2002,49ers,1,Home
2002,Saints,1,Home
2002,Raiders,1,Home
2002,Panthers,1,Home
2002,Commanders,0,Home
2002,Buccaneers,1,Home
2002,Steelers,0,Home
2002,Jaguars,0,Home
2002,Chiefs,1,Home
2002,Titans,1,Home
2002,Cowboys,0,Home
2002,Patriots,1,Home
2002,Cardinals,1,Home
2002,Seahawks,0,Home
2002,Ravens,0,Home
2002,Jets,1,Home
2002,Chargers,0,Home
2002,Packers,1,Home
2002,Dolphins,1,Home
2002,Saints,0,Home
2002,Texans,0,Home
2002,Steelers,1,Home
2002,Eagles,1,Home
2002,Dolphins,1,Home
2002,Falcons,0,Home
2002,Browns,0,Home
2002,Bengals,0,Home
2002,Bears,1,Home
2002,Bills,1,Home
2002,Lions,0,Home
2002,Broncos,1,Home
2002,Giants,1,Home
2002,49ers,0,Home
2002,Rams,1,Home
2002,Titans,1,Home
2002,Vikings,1,Home
2002,Cardinals,0,Home
2002,Cowboys,0,Home
2002,Commanders,1,Home
2002,Jaguars,0,Home
2002,Chiefs,1,Home
2002,Panthers,1,Home
2002,Packers,1,Home
2002,Bengals,1,Home
2002,Colts,0,Home
2002,Falcons,1,Home
2002,Seahawks,1,Home
2002,Raiders,1,Home
2002,Ravens,0,Home
2002,Patriots,0,Home
2002,Buccaneers,0,Home
2002,Giants,1,Home
2002,Raiders,1,Home
2002,Texans,0,Home
2002,Commanders,1,Home
2002,Steelers,1,Home
2002,Saints,0,Home
2002,Bills,1,Home
2002,Lions,0,Home
2002,Browns,1,Home
2002,Patriots,1,Home
2002,Colts,1,Home
2002,Jets,1,Home
2002,Broncos,1,Home
2002,Chargers,0,Home
2002,Bears,0,Home
2002,Rams,1,Home
2002,Jets,1,Home
2002,Packers,0,Home
2002,Steelers,1,Home
2002,49ers,1,Home
2002,Titans,1,Home
2002,Eagles,1,Home
2002,Buccaneers,1,Home
2002,Raiders,1,Home
2002,Eagles,0,Home
2002,Raiders,1,Home
2002,Buccaneers,1,Home
2003,Commanders,1,Home
2003,Bills,1,Home
2003,Bengals,0,Home
2003,Browns,0,Home
2003,Lions,1,Home
2003,Packers,0,Home
2003,Chiefs,1,Home
2003,Dolphins,0,Home
2003,Giants,1,Home
2003,Steelers,1,Home
2003,Panthers,1,Home
2003,49ers,1,Home
2003,Seahawks,1,Home
2003,Cowboys,0,Home
2003,Titans,1,Home
2003,Eagles,0,Home
2003,Jaguars,0,Home
2003,Jets,0,Home
2003,Saints,1,Home
2003,Rams,1,Home
2003,Ravens,1,Home
2003,Colts,1,Home
2003,Packers,1,Home
2003,Falcons,0,Home
2003,Chiefs,1,Home
2003,Cardinals,0,Home
2003,Buccaneers,0,Home
2003,Raiders,1,Home
2003,Eagles,0,Home
2003,Chargers,0,Home
2003,Vikings,1,Home
2003,Giants,0,Home
2003,Colts,1,Home
2003,Texans,0,Home
2003,Patriots,1,Home
2003,Titans,1,Home
2003,Lions,0,Home
2003,Bengals,0,Home
2003,Falcons,0,Home
2003,Cardinals,1,Home
2003,Seahawks,1,Home
2003,Commanders,0,Home
2003,Chargers,0,Home
2003,49ers,0,Home
2003,Dolphins,1,Home
2003,Broncos,1,Home
2003,Texans,1,Home
2003,Commanders,1,Home
2003,Steelers,0,Home
2003,Bills,0,Home
2003,Rams,1,Home
2003,Browns,0,Home
2003,Vikings,1,Home
2003,Ravens,0,Home
2003,Raiders,1,Home
2003,Jets,0,Home
2003,Panthers,1,Home
2003,Broncos,1,Home
2003,Saints,0,Home
2003,Bears,0,Home
2003,Falcons,0,Home
2003,Giants,0,Home
2003,Patriots,1,Home
2003,Chiefs,1,Home
2003,Panthers,1,Home
2003,Cowboys,1,Home
2003,Bears,1,Home
2003,Bills,1,Home
2003,Packers,1,Home
2003,Jaguars,1,Home
2003,Eagles,1,Home
2003,49ers,1,Home
2003,Steelers,0,Home
2003,Buccaneers,0,Home
2003,Patriots,1,Home
2003,Jaguars,0,Home
2003,Saints,1,Home
2003,Colts,0,Home
2003,Commanders,0,Home
2003,Packers,0,Home
2003,Cowboys,1,Home
2003,Browns,1,Home
2003,Titans,1,Home
2003,Broncos,1,Home
2003,Jets,1,Home
2003,Cardinals,0,Home
2003,Seahawks,1,Home
2003,Rams,1,Home
2003,Panthers,0,Home
2003,Giants,0,Home
2003,Vikings,1,Home
2003,Rams,1,Home
2003,Bengals,1,Home
2003,Browns,0,Home
2003,Falcons,0,Home
2003,Dolphins,0,Home
2003,Lions,0,Home
2003,Texans,0,Home
2003,Bills,1,Home
2003,49ers,1,Home
2003,Seahawks,1,Home
2003,Raiders,0,Home
2003,Jaguars,0,Home
2003,Buccaneers,1,Home
2003,Ravens,1,Home
2003,Steelers,0,Home
2003,Bengals,1,Home
2003,Patriots,1,Home
2003,Vikings,0,Home
2003,Saints,0,Home
2003,Bears,1,Home
2003,Cardinals,1,Home
2003,Colts,1,Home
2003,Eagles,1,Home
2003,Chiefs,1,Home
2003,Chargers,0,Home
2003,Texans,1,Home
2003,Ravens,1,Home
2003,Buccaneers,0,Home
2003,Bears,1,Home
2003,Dolphins,0,Home
2003,Lions,1,Home
2003,Jets,0,Home
2003,Seahawks,1,Home
2003,Cardinals,1,Home
2003,Cowboys,1,Home
2003,49ers,1,Home
2003,Falcons,0,Home
2003,Vikings,0,Home
2003,Broncos,0,Home
2003,Panthers,1,Home
2003,Jaguars,1,Home
2003,Commanders,1,Home
2003,Giants,0,Home
2003,Steelers,1,Home
2003,Titans,1,Home
2003,Lions,1,Home
2003,Bengals,1,Home
2003,Chiefs,1,Home
2003,Chargers,1,Home
2003,Cowboys,1,Home
2003,Raiders,0,Home
2003,Rams,1,Home
2003,Packers,0,Home
2003,Saints,1,Home
2003,Dolphins,1,Home
2003,Panthers,1,Home
2003,Titans,1,Home
2003,Eagles,1,Home
2003,Bengals,1,Home
2003,Bills,0,Home
2003,Browns,1,Home
2003,Bears,0,Home
2003,Broncos,1,Home
2003,Colts,1,Home
2003,Raiders,1,Home
2003,Seahawks,1,Home
2003,Buccaneers,0,Home
2003,Patriots,1,Home
2003,49ers,1,Home
2003,Texans,0,Home
2003,Ravens,1,Home
2003,Eagles,1,Home
2003,Jets,1,Home
2003,Browns,0,Home
2003,Packers,1,Home
2003,Cowboys,1,Home
2003,Vikings,1,Home
2003,Bills,0,Home
2003,Cardinals,0,Home
2003,Broncos,0,Home
2003,Chargers,0,Home
2003,Chiefs,1,Home
2003,Falcons,0,Home
2003,Dolphins,1,Home
2003,Buccaneers,1,Home
2003,Lions,1,Home
2003,Cowboys,0,Home
2003,Ravens,1,Home
2003,Texans,1,Home
2003,Panthers,0,Home
2003,Steelers,0,Home
2003,Rams,1,Home
2003,Colts,0,Home
2003,Bears,1,Home
2003,Giants,0,Home
2003,Commanders,0,Home
2003,Raiders,0,Home
2003,Chargers,0,Home
2003,Seahawks,1,Home
2003,Jaguars,1,Home
2003,Jets,1,Home
2003,Steelers,1,Home
2003,Eagles,1,Home
2003,Ravens,1,Home
2003,Jaguars,1,Home
2003,Giants,0,Home
2003,Saints,0,Home
2003,Vikings,1,Home
2003,Titans,0,Home
2003,Packers,1,Home
2003,Lions,0,Home
2003,49ers,1,Home
2003,Bills,1,Home
2003,Broncos,1,Home
2003,Patriots,1,Home
2003,Falcons,1,Home
2003,Browns,0,Home
2003,Buccaneers,1,Home
2003,Jets,1,Home
2003,Patriots,1,Home
2003,Rams,1,Home
2003,Bears,1,Home
2003,Colts,1,Home
2003,Titans,1,Home
2003,Bengals,1,Home
2003,Chiefs,1,Home
2003,Raiders,1,Home
2003,Broncos,1,Home
2003,Commanders,0,Home
2003,Cardinals,0,Home
2003,Chargers,0,Home
2003,Saints,1,Home
2003,Dolphins,0,Home
2003,Buccaneers,0,Home
2003,Vikings,1,Home
2003,Jets,0,Home
2003,Rams,1,Home
2003,Texans,0,Home
2003,Jaguars,1,Home
2003,Panthers,1,Home
2003,Cowboys,1,Home
2003,Browns,0,Home
2003,Bears,1,Home
2003,Bills,0,Home
2003,Steelers,1,Home
2003,Eagles,0,Home
2003,Seahawks,1,Home
2003,Colts,0,Home
2003,Raiders,0,Home
2003,Patriots,1,Home
2003,49ers,0,Home
2003,Commanders,0,Home
2003,Falcons,1,Home
2003,Bengals,0,Home
2003,Lions,1,Home
2003,Titans,1,Home
2003,Chiefs,1,Home
2003,Dolphins,1,Home
2003,Saints,1,Home
2003,Texans,0,Home
2003,Giants,0,Home
2003,Cardinals,1,Home
2003,Chargers,1,Home
2003,Packers,1,Home
2003,Ravens,1,Home
2003,Ravens,0,Home
2003,Panthers,1,Home
2003,Packers,1,Home
2003,Colts,1,Home
2003,Rams,0,Home
2003,Patriots,1,Home
2003,Chiefs,0,Home
2003,Eagles,1,Home
2003,Patriots,1,Home
2003,Eagles,0,Home
2003,Patriots,1,Home
2004,Patriots,1,Home
2004,Dolphins,0,Home
2004,Texans,0,Home
2004,Commanders,1,Home
2004,Jets,1,Home
2004,Saints,0,Home
2004,Steelers,1,Home
2004,Browns,1,Home
2004,Bears,0,Home
2004,Bills,0,Home
2004,Rams,1,Home
2004,Vikings,1,Home
2004,Eagles,1,Home
2004,49ers,0,Home
2004,Broncos,1,Home
2004,Panthers,0,Home
2004,Saints,1,Home
2004,Ravens,1,Home
2004,Giants,1,Home
2004,Chiefs,0,Home
2004,Jaguars,1,Home
2004,Packers,0,Home
2004,Lions,1,Home
2004,Falcons,1,Home
2004,Titans,0,Home
2004,Buccaneers,0,Home
2004,Cowboys,1,Home
2004,Raiders,1,Home
2004,Cardinals,0,Home
2004,Chargers,0,Home
2004,Bengals,1,Home
2004,Eagles,1,Home
2004,Falcons,1,Home
2004,Bengals,0,Home
2004,Lions,0,Home
2004,Titans,0,Home
2004,Chiefs,0,Home
2004,Rams,0,Home
2004,Vikings,1,Home
2004,Giants,1,Home
2004,Broncos,1,Home
2004,Seahawks,1,Home
2004,Colts,1,Home
2004,Raiders,1,Home
2004,Dolphins,0,Home
2004,Commanders,0,Home
2004,Jaguars,0,Home
2004,Steelers,1,Home
2004,Packers,0,Home
2004,Texans,1,Home
2004,Bears,0,Home
2004,Bills,0,Home
2004,Browns,1,Home
2004,Cardinals,1,Home
2004,Panthers,0,Home
2004,Dolphins,0,Home
2004,Chargers,1,Home
2004,Buccaneers,0,Home
2004,49ers,0,Home
2004,Ravens,0,Home
2004,Saints,0,Home
2004,Steelers,1,Home
2004,Patriots,1,Home
2004,Texans,0,Home
2004,Cowboys,0,Home
2004,Falcons,0,Home
2004,Colts,1,Home
2004,Jets,1,Home
2004,Chargers,1,Home
2004,Broncos,1,Home
2004,49ers,1,Home
2004,Seahawks,0,Home
2004,Commanders,0,Home
2004,Packers,0,Home
2004,Jaguars,1,Home
2004,Eagles,1,Home
2004,Jets,1,Home
2004,Patriots,1,Home
2004,Titans,0,Home
2004,Bills,1,Home
2004,Browns,1,Home
2004,Bears,0,Home
2004,Falcons,1,Home
2004,Lions,0,Home
2004,Raiders,0,Home
2004,Cowboys,0,Home
2004,Saints,0,Home
2004,Rams,1,Home
2004,Browns,0,Home
2004,Colts,0,Home
2004,Chiefs,1,Home
2004,Dolphins,1,Home
2004,Vikings,1,Home
2004,Giants,0,Home
2004,Buccaneers,1,Home
2004,Panthers,0,Home
2004,Ravens,1,Home
2004,Patriots,1,Home
2004,Cardinals,1,Home
2004,Raiders,0,Home
2004,Packers,1,Home
2004,Bengals,1,Home
2004,Bills,1,Home
2004,Cowboys,1,Home
2004,Titans,1,Home
2004,Chiefs,1,Home
2004,Vikings,0,Home
2004,Eagles,1,Home
2004,Commanders,0,Home
2004,Texans,1,Home
2004,Broncos,0,Home
2004,Seahawks,1,Home
2004,Chargers,1,Home
2004,Steelers,1,Home
2004,Bears,1,Home
2004,Jets,1,Home
2004,Buccaneers,1,Home
2004,Steelers,1,Home
2004,Dolphins,0,Home
2004,Panthers,0,Home
2004,Bengals,1,Home
2004,Bills,1,Home
2004,Lions,0,Home
2004,Giants,0,Home
2004,Chargers,1,Home
2004,49ers,0,Home
2004,Broncos,1,Home
2004,Rams,0,Home
2004,Ravens,1,Home
2004,Colts,1,Home
2004,Jets,0,Home
2004,Jaguars,1,Home
2004,Saints,1,Home
2004,Rams,1,Home
2004,Titans,0,Home
2004,Browns,0,Home
2004,Falcons,1,Home
2004,Colts,1,Home
2004,Commanders,0,Home
2004,Packers,1,Home
2004,Cardinals,1,Home
2004,49ers,0,Home
2004,Patriots,1,Home
2004,Cowboys,0,Home
2004,Panthers,1,Home
2004,Buccaneers,1,Home
2004,Saints,0,Home
2004,Vikings,1,Home
2004,Bills,1,Home
2004,Bengals,0,Home
2004,Bears,0,Home
2004,Jaguars,0,Home
2004,Browns,0,Home
2004,Ravens,1,Home
2004,Raiders,0,Home
2004,Seahawks,1,Home
2004,Eagles,1,Home
2004,Giants,0,Home
2004,Texans,0,Home
2004,Chiefs,0,Home
2004,Lions,0,Home
2004,Cowboys,1,Home
2004,Bengals,1,Home
2004,Chiefs,0,Home
2004,Vikings,1,Home
2004,Giants,0,Home
2004,Steelers,1,Home
2004,Panthers,1,Home
2004,Texans,1,Home
2004,Falcons,1,Home
2004,Patriots,1,Home
2004,Cardinals,0,Home
2004,49ers,0,Home
2004,Seahawks,0,Home
2004,Broncos,0,Home
2004,Packers,1,Home
2004,Ravens,0,Home
2004,Buccaneers,1,Home
2004,Jets,1,Home
2004,Saints,0,Home
2004,Dolphins,0,Home
2004,Colts,1,Home
2004,Lions,1,Home
2004,Browns,0,Home
2004,Bears,1,Home
2004,Rams,1,Home
2004,Raiders,0,Home
2004,Chargers,1,Home
2004,Eagles,1,Home
2004,Commanders,1,Home
2004,Jaguars,0,Home
2004,Seahawks,0,Home
2004,Falcons,1,Home
2004,Bills,1,Home
2004,Cowboys,0,Home
2004,Vikings,0,Home
2004,Patriots,1,Home
2004,Jaguars,1,Home
2004,Ravens,1,Home
2004,Texans,0,Home
2004,Steelers,1,Home
2004,Broncos,1,Home
2004,Chargers,1,Home
2004,Panthers,1,Home
2004,Packers,1,Home
2004,Cardinals,0,Home
2004,Commanders,0,Home
2004,Titans,0,Home
2004,Giants,0,Home
2004,49ers,0,Home
2004,Falcons,1,Home
2004,Bears,0,Home
2004,Bengals,0,Home
2004,Browns,0,Home
2004,Lions,0,Home
2004,Chiefs,1,Home
2004,Jets,1,Home
2004,Eagles,1,Home
2004,Buccaneers,0,Home
2004,Cardinals,1,Home
2004,Packers,0,Home
2004,Raiders,1,Home
2004,Colts,1,Home
2004,Dolphins,1,Home
2004,Vikings,0,Home
2004,Chiefs,1,Home
2004,Titans,0,Home
2004,Jaguars,0,Home
2004,Saints,1,Home
2004,Steelers,1,Home
2004,Lions,1,Home
2004,Bengals,1,Home
2004,Colts,1,Home
2004,Jets,0,Home
2004,49ers,0,Home
2004,Cowboys,1,Home
2004,Seahawks,1,Home
2004,Buccaneers,0,Home
2004,Dolphins,1,Home
2004,Rams,1,Home
2004,Texans,0,Home
2004,Ravens,1,Home
2004,Panthers,0,Home
2004,Commanders,1,Home
2004,Eagles,0,Home
2004,Titans,1,Home
2004,Rams,1,Home
2004,Bears,0,Home
2004,Bills,0,Home
2004,Patriots,1,Home
2004,Cardinals,1,Home
2004,Seahawks,1,Home
2004,Raiders,0,Home
2004,Broncos,1,Home
2004,Chargers,1,Home
2004,Giants,1,Home
2004,Seahawks,0,Home
2004,Chargers,0,Home
2004,Colts,1,Home
2004,Packers,0,Home
2004,Steelers,1,Home
2004,Falcons,1,Home
2004,Eagles,1,Home
2004,Patriots,1,Home
2004,Eagles,1,Home
2004,Steelers,0,Home
2004,Eagles,0,Home
2005,Patriots,1,Home
2005,Bills,1,Home
2005,Browns,0,Home
2005,Chiefs,1,Home
2005,Dolphins,1,Home
2005,Vikings,0,Home
2005,Steelers,1,Home
2005,Commanders,1,Home
2005,Panthers,0,Home
2005,Jaguars,1,Home
2005,49ers,1,Home
2005,Chargers,0,Home
2005,Lions,1,Home
2005,Giants,1,Home
2005,Ravens,0,Home
2005,Falcons,1,Home
2005,Texans,0,Home
2005,Buccaneers,1,Home
2005,Eagles,1,Home
2005,Panthers,1,Home
2005,Titans,1,Home
2005,Bengals,1,Home
2005,Bears,1,Home
2005,Colts,1,Home
2005,Cardinals,0,Home
2005,Seahawks,1,Home
2005,Broncos,1,Home
2005,Packers,0,Home
2005,Jets,1,Home
2005,Raiders,0,Home
2005,Saints,0,Home
2005,Cowboys,0,Home
2005,Jets,0,Home
2005,Vikings,1,Home
2005,Eagles,1,Home
2005,Dolphins,1,Home
2005,Bills,0,Home
2005,Colts,1,Home
2005,Packers,0,Home
2005,Bears,0,Home
2005,Rams,1,Home
2005,49ers,0,Home
2005,Seahawks,1,Home
2005,Steelers,0,Home
2005,Chargers,1,Home
2005,Broncos,1,Home
2005,Jaguars,0,Home
2005,Commanders,1,Home
2005,Buccaneers,1,Home
2005,Giants,1,Home
2005,Bengals,1,Home
2005,Patriots,0,Home
2005,Titans,0,Home
2005,Saints,1,Home
2005,Ravens,1,Home
2005,Chiefs,0,Home
2005,Raiders,1,Home
2005,Falcons,1,Home
2005,Cardinals,1,Home
2005,Panthers,1,Home
2005,Texans,0,Home
2005,Jets,1,Home
2005,Packers,1,Home
2005,Rams,0,Home
2005,Browns,1,Home
2005,Bills,1,Home
2005,Falcons,0,Home
2005,Lions,1,Home
2005,49ers,0,Home
2005,Cowboys,1,Home
2005,Broncos,1,Home
2005,Cardinals,0,Home
2005,Jaguars,1,Home
2005,Chargers,0,Home
2005,Ravens,1,Home
2005,Saints,0,Home
2005,Buccaneers,1,Home
2005,Chiefs,1,Home
2005,Steelers,0,Home
2005,Lions,0,Home
2005,Cowboys,1,Home
2005,Bears,1,Home
2005,Titans,0,Home
2005,Bills,1,Home
2005,Broncos,1,Home
2005,Raiders,0,Home
2005,Seahawks,1,Home
2005,Colts,1,Home
2005,Dolphins,0,Home
2005,Texans,0,Home
2005,Commanders,1,Home
2005,Eagles,1,Home
2005,Bengals,0,Home
2005,Rams,1,Home
2005,Browns,0,Home
2005,Vikings,1,Home
2005,Seahawks,1,Home
2005,Giants,1,Home
2005,Bears,1,Home
2005,Raiders,1,Home
2005,Cardinals,1,Home
2005,Falcons,1,Home
2005,Bengals,1,Home
2005,Cowboys,1,Home
2005,Lions,0,Home
2005,Titans,0,Home
2005,Rams,1,Home
2005,Giants,1,Home
2005,Panthers,1,Home
2005,Texans,1,Home
2005,Saints,0,Home
2005,Chargers,1,Home
2005,49ers,1,Home
2005,Broncos,1,Home
2005,Patriots,1,Home
2005,Steelers,1,Home
2005,Ravens,0,Home
2005,Browns,1,Home
2005,Chiefs,1,Home
2005,Dolphins,0,Home
2005,Vikings,1,Home
2005,Jets,0,Home
2005,Buccaneers,0,Home
2005,Jaguars,1,Home
2005,49ers,0,Home
2005,Cardinals,0,Home
2005,Saints,0,Home
2005,Packers,0,Home
2005,Commanders,1,Home
2005,Patriots,0,Home
2005,Bills,1,Home
2005,Bears,1,Home
2005,Lions,1,Home
2005,Colts,1,Home
2005,Dolphins,0,Home
2005,Giants,0,Home
2005,Jaguars,1,Home
2005,Panthers,1,Home
2005,Raiders,0,Home
2005,Falcons,0,Home
2005,Seahawks,1,Home
2005,Buccaneers,1,Home
2005,Steelers,1,Home
2005,Eagles,0,Home
2005,Ravens,1,Home
2005,Commanders,0,Home
2005,Giants,1,Home
2005,Patriots,1,Home
2005,Rams,0,Home
2005,Bears,1,Home
2005,Cowboys,1,Home
2005,Browns,1,Home
2005,Falcons,0,Home
2005,Titans,0,Home
2005,49ers,0,Home
2005,Bengals,0,Home
2005,Broncos,1,Home
2005,Chargers,1,Home
2005,Texans,0,Home
2005,Packers,0,Home
2005,Lions,0,Home
2005,Cowboys,0,Home
2005,Buccaneers,0,Home
2005,Commanders,0,Home
2005,Vikings,1,Home
2005,Texans,0,Home
2005,Titans,1,Home
2005,Bengals,1,Home
2005,Bills,0,Home
2005,Chiefs,1,Home
2005,Raiders,0,Home
2005,Cardinals,0,Home
2005,Eagles,1,Home
2005,Seahawks,1,Home
2005,Jets,0,Home
2005,Colts,1,Home
2005,Ravens,1,Home
2005,Panthers,1,Home
2005,Steelers,0,Home
2005,Giants,1,Home
2005,Saints,0,Home
2005,Bears,1,Home
2005,Colts,1,Home
2005,Lions,0,Home
2005,Browns,0,Home
2005,Dolphins,1,Home
2005,Rams,0,Home
2005,49ers,0,Home
2005,Patriots,1,Home
2005,Chiefs,1,Home
2005,Chargers,1,Home
2005,Eagles,0,Home
2005,Jaguars,0,Home
2005,Bills,0,Home
2005,Bengals,1,Home
2005,Titans,1,Home
2005,Vikings,1,Home
2005,Jets,1,Home
2005,Steelers,1,Home
2005,Panthers,0,Home
2005,Seahawks,1,Home
2005,Cardinals,0,Home
2005,Eagles,0,Home
2005,Cowboys,1,Home
2005,Broncos,1,Home
2005,Chargers,0,Home
2005,Packers,1,Home
2005,Falcons,1,Home
2005,Patriots,1,Home
2005,Giants,1,Home
2005,Bills,0,Home
2005,Saints,0,Home
2005,Jaguars,1,Home
2005,Vikings,0,Home
2005,Texans,1,Home
2005,Rams,0,Home
2005,Colts,0,Home
2005,Titans,0,Home
2005,Dolphins,1,Home
2005,Lions,0,Home
2005,Raiders,0,Home
2005,Commanders,1,Home
2005,Bears,1,Home
2005,Ravens,1,Home
2005,Texans,0,Home
2005,Panthers,0,Home
2005,Commanders,1,Home
2005,Buccaneers,1,Home
2005,Saints,0,Home
2005,Chiefs,1,Home
2005,Rams,0,Home
2005,Browns,0,Home
2005,Bengals,0,Home
2005,Dolphins,1,Home
2005,Cardinals,1,Home
2005,Seahawks,1,Home
2005,Broncos,1,Home
2005,Packers,0,Home
2005,Ravens,1,Home
2005,Jets,0,Home
2005,Chargers,0,Home
2005,Raiders,0,Home
2005,Steelers,1,Home
2005,Jets,1,Home
2005,Patriots,0,Home
2005,Chiefs,1,Home
2005,Buccaneers,1,Home
2005,Packers,1,Home
2005,Browns,1,Home
2005,Falcons,0,Home
2005,Colts,1,Home
2005,49ers,1,Home
2005,Jaguars,1,Home
2005,Vikings,1,Home
2005,Eagles,0,Home
2005,Cowboys,0,Home
2005,Buccaneers,0,Home
2005,Patriots,1,Home
2005,Giants,0,Home
2005,Bengals,0,Home
2005,Seahawks,1,Home
2005,Broncos,1,Home
2005,Colts,0,Home
2005,Bears,0,Home
2005,Broncos,0,Home
2005,Seahawks,1,Home
2005,Steelers,1,Home
2006,Steelers,1,Home
2006,Texans,0,Home
2006,Panthers,0,Home
2006,Patriots,1,Home
2006,Rams,1,Home
2006,Buccaneers,0,Home
2006,Titans,0,Home
2006,Lions,0,Home
2006,Browns,0,Home
2006,Chiefs,0,Home
2006,Packers,0,Home
2006,Cardinals,1,Home
2006,Jaguars,1,Home
2006,Giants,0,Home
2006,Commanders,0,Home
2006,Raiders,0,Home
2006,Vikings,1,Home
2006,Ravens,1,Home
2006,Eagles,0,Home
2006,Dolphins,0,Home
